1993,6,28,1994
1993,6,29,2046
1993,6,30,2056
1993,7,1,2048
1993,7,2,1987
1993,7,3,1997
1993,7,4,2049
1993,7,5,2037
1993,7,6,2034
1993,7,7,1929
1993,7,8,1840
1993,7,9,1776
1993,7,10,1814
1993,7,11,1899
1993,7,12,1888
1993,7,13,1776
1993,7,14,1782
1993,7,15,1964
1993,7,16,1956
1993,7,17,1851
1993,7,18,1807
1993,7,19,1826
1993,7,20,1857
1993,7,21,1945
1993,7,22,1930
1993,7,23,1820
1993,7,24,1935
1993,7,25,1999
1993,7,26,1847
1993,7,27,1905
1993,7,28,2062
1993,7,29,2065
1993,7,30,2376
1993,7,31,2133
1993,8,1,2151
1993,8,2,2269
1993,8,3,2216
1993,8,4,2172
1993,8,5,2209
1993,8,6,2260
1993,8,7,2294
1993,8,8,2172
1993,8,9,2101
1993,8,10,2136
1993,8,11,2223
1993,8,12,2332
1993,8,13,2316
1993,8,14,2261
1993,8,15,2178
1993,8,16,2019
1993,8,17,1885
1993,8,18,1934
1993,8,19,1913
1993,8,20,1841
1993,8,21,1993
1993,8,22,2072
1993,8,23,2036
1993,8,24,2004
1993,8,25,2014
1993,8,26,1994
1993,8,27,1932
1993,8,28,1897
1993,8,29,1815
1993,8,30,1810
1993,8,31,1897
1993,9,1,1898
1993,9,2,1719
1993,9,3,1621
1993,9,4,1647
1993,9,5,1751
1993,9,6,1703
1993,9,7,1483
1993,9,8,1637
1993,9,9,1823
1993,9,10,1927
1993,9,11,2073
1993,9,12,1950
1993,9,13,1835
1993,9,14,1711
1993,9,15,1974
1993,9,16,2217
1993,9,17,2276
1993,9,18,2279
1993,9,19,2263
1993,9,20,2138
1993,9,21,1955
1993,9,22,2031
1993,9,23,2129
1993,9,24,1989
1993,9,25,2043
1993,9,26,2153
1993,9,27,2260
1993,9,28,2285
1993,9,29,2031
1993,9,30,1776
1993,10,1,1537
1993,10,2,1561
1993,10,3,1808
1993,10,4,1984
1993,10,5,1872
1993,10,6,1729
1993,10,7,1849
1993,10,8,2120
1993,10,9,2027
1993,10,10,1809
1993,10,11,2110
1993,10,12,2358
1993,10,13,1921
1993,10,14,1731
1993,10,15,1841
1993,10,16,1882
1993,10,17,1886
1993,10,18,1974
1993,10,19,2090
1993,10,20,2062
1993,10,21,1964
1993,10,22,2059
1993,10,23,2026
1993,10,24,1865
1993,10,25,1902
1993,10,26,1843
1993,10,27,1795
1993,10,28,1936
1993,10,29,1806
1993,10,30,1568
1993,10,31,1515
1993,11,1,1686
1993,11,2,1918
1993,11,3,1899
1993,11,4,1990
1993,11,5,2166
1993,11,6,2031
1993,11,7,1956
1993,11,8,1792
1993,11,9,1796
1993,11,10,1813
1993,11,11,2016
1993,11,12,2120
1993,11,13,1988
1993,11,14,1895
1993,11,15,1862
1993,11,16,1974
1993,11,17,2032
1993,11,18,1839
1993,11,19,1850
1993,11,20,2283
1993,11,21,2535
1993,11,22,2456
1993,11,23,2439
1993,11,24,2398
1993,11,25,2264
1993,11,26,2046
1993,11,27,2017
1993,11,28,2052
1993,11,29,2067
1993,11,30,2092
1993,12,1,2047
1993,12,2,2023
1993,12,3,2061
1993,12,4,2003
1993,12,5,2104
1993,12,6,2142
1993,12,7,1923
1993,12,8,1828
1993,12,9,1847
1993,12,10,1824
1993,12,11,1715
1993,12,12,1603
1993,12,13,1530
1993,12,14,1522
1993,12,15,1572
1993,12,16,1557
1993,12,17,1513
1993,12,18,1525
1993,12,19,1556
1993,12,20,1455
1993,12,21,1407
1993,12,22,1282
1993,12,23,1290
1993,12,24,1243
1993,12,25,1244
1993,12,26,1369
1993,12,27,1479
1993,12,28,1536
1993,12,29,1518
1993,12,30,1295
1993,12,31,1241
1994,1,1,1376
1994,1,2,1318
1994,1,3,1292
1994,1,4,1315
1994,1,5,1423
1994,1,6,1484
1994,1,7,1458
1994,1,8,1398
1994,1,9,1412
1994,1,10,1454
1994,1,11,1531
1994,1,12,1421
1994,1,13,1212
1994,1,14,1261
1994,1,15,1267
1994,1,16,1168
1994,1,17,1266
1994,1,18,1465
1994,1,19,1539
1994,1,20,1470
1994,1,21,1461
1994,1,22,1511
1994,1,23,1578
1994,1,24,1629
1994,1,25,1651
1994,1,26,1648
1994,1,27,1562
1994,1,28,1465
1994,1,29,1431
1994,1,30,1455
1994,1,31,1460
1994,2,1,1399
1994,2,2,1407
1994,2,3,1607
1994,2,4,1812
1994,2,5,1748
1994,2,6,1760
1994,2,7,1837
1994,2,8,1827
1994,2,9,1804
1994,2,10,1752
1994,2,11,1766
1994,2,12,1738
1994,2,13,1750
1994,2,14,1897
1994,2,15,1845
1994,2,16,1744
1994,2,17,1679
1994,2,18,1583
1994,2,19,1543
1994,2,20,1541
1994,2,21,1593
1994,2,22,1612
1994,2,23,1524
1994,2,24,1493
1994,2,25,1452
1994,2,26,1596
1994,2,27,1618
1994,2,28,1576
1994,3,1,1596
1994,3,2,1627
1994,3,3,1627
1994,3,4,1586
1994,3,5,1542
1994,3,6,1534
1994,3,7,1572
1994,3,8,1494
1994,3,9,1476
1994,3,10,1465
1994,3,11,1502
1994,3,12,1624
1994,3,13,1716
1994,3,14,1680
1994,3,15,1695
1994,3,16,1716
1994,3,17,1682
1994,3,18,1672
1994,3,19,1724
1994,3,20,1691
1994,3,21,1602
1994,3,22,1604
1994,3,23,1596
1994,3,24,1615
1994,3,25,1635
1994,3,26,1633
1994,3,27,1663
1994,3,28,1663
1994,3,29,1651
1994,3,30,1704
1994,3,31,1679
1994,4,1,1595
1994,4,2,1590
1994,4,3,1600
1994,4,4,1637
1994,4,5,1669
1994,4,6,1655
1994,4,7,1615
1994,4,8,1506
1994,4,9,1426
1994,4,10,1406
1994,4,11,1423
1994,4,12,1499
1994,4,13,1605
1994,4,14,1688
1994,4,15,1696
1994,4,16,1696
1994,4,17,1697
1994,4,18,1651
1994,4,19,1599
1994,4,20,1577
1994,4,21,1582
1994,4,22,1589
1994,4,23,1607
1994,4,24,1624
1994,4,25,1566
1994,4,26,1534
1994,4,27,1540
1994,4,28,1540
1994,4,29,1585
1994,4,30,1709
1994,5,1,1786
1994,5,2,1754
1994,5,3,1694
1994,5,4,1704
1994,5,5,1750
1994,5,6,1768
1994,5,7,1716
1994,5,8,1696
1994,5,9,1729
1994,5,10,1722
1994,5,11,1703
1994,5,12,1664
1994,5,13,1605
1994,5,14,1610
1994,5,15,1634
1994,5,16,1674
1994,5,17,1705
1994,5,18,1707
1994,5,19,1725
1994,5,20,1781
1994,5,21,1835
1994,5,22,1874
1994,5,23,1848
1994,5,24,1774
1994,5,25,1755
1994,5,26,1801
1994,5,27,1847
1994,5,28,1816
1994,5,29,1750
1994,5,30,1704
1994,5,31,1702
1994,6,1,1730
1994,6,2,1789
1994,6,3,1868
1994,6,4,1918
1994,6,5,1973
1994,6,6,2022
1994,6,7,2058
1994,6,8,2072
1994,6,9,2051
1994,6,10,1991
1994,6,11,1995
1994,6,12,2020
1994,6,13,1988
1994,6,14,1972
1994,6,15,1984
1994,6,16,1972
1994,6,17,2013
1994,6,18,2043
1994,6,19,2022
1994,6,20,2029
1994,6,21,2015
1994,6,22,1926
1994,6,23,1892
1994,6,24,1941
1994,6,25,1903
1994,6,26,1862
1994,6,27,1908
1994,6,28,1949
1994,6,29,1912
1994,6,30,1917
1994,7,1,1950
1994,7,2,1956
1994,7,3,2002
1994,7,4,2020
